person_age,gender,city,urban_type,family_size,dependents,house_ownership,occupation,person_emp_length,income_seasonal,person_income,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,loan_tenor_months,nepra_income_tier,utility_units_per_month,monthly_bill_pkr,bills_paid_ontime_12mo,bills_late_12mo,payment_streak_months,has_mobile_wallet,wallet_provider,mobile_txn_per_month,has_smartphone,peer_defaults,has_guarantor,cb_person_default_on_file,cb_cred_hist_length_years,is_unbanked,loan_status,data_source
50,female,Gujranwala,urban,7,4,rent,Home-based worker,8.6,0,160308,medical_emergency,21059,25.9,0.131,3,very_low,55,769.0,3,9,3,0,None,0,1,2,0,N,0,0,0,synthetic_PK_calibrated
55,female,Bahawalpur,rural_adjacent,3,1,family_home,Fruit/veg cart,4.6,0,342672,livestock,82711,28.7,0.241,6,very_low,91,1273.0,6,6,4,1,NayaPay,10,1,3,1,Y,2,1,1,synthetic_PK_calibrated
55,male,Bahawalpur,rural_adjacent,7,4,rent,Rickshaw/bike driver,3.3,0,563616,education,26711,20.2,0.047,6,low,151,4072.0,7,5,2,1,JazzCash,30,1,3,0,Y,0,1,0,synthetic_PK_calibrated
23,male,Bahawalpur,rural_adjacent,4,2,family_home,Street food vendor,0.5,1,480180,working_capital,61792,25.6,0.129,3,low,135,3641.0,3,9,4,0,None,0,1,4,0,N,1,1,0,synthetic_PK_calibrated
45,male,Karachi,urban,2,0,rent,Informal factory worker,4.3,0,494472,education,88211,20.7,0.178,3,lower_middle,187,7381.0,8,4,4,1,NayaPay,20,1,3,0,N,0,1,0,synthetic_PK_calibrated
35,female,Lahore,urban,4,1,rent,Rickshaw/bike driver,1.4,0,444624,inventory_purchase,88391,35.0,0.199,3,low,132,3560.0,4,8,4,0,None,0,1,2,0,Y,1,1,0,synthetic_PK_calibrated
45,male,Faisalabad,urban,3,0,family_home,Small shopkeeper,1.4,0,394152,equipment_purchase,43138,31.7,0.109,9,lower_middle,213,8407.0,11,1,5,1,NayaPay,26,1,0,1,N,2,1,0,synthetic_PK_calibrated
23,male,Multan,peri_urban,3,1,rent,Rickshaw/bike driver,5.0,0,475608,medical_emergency,55867,32.2,0.117,12,low,112,3021.0,6,6,5,1,JazzCash,4,0,3,1,N,2,1,0,synthetic_PK_calibrated
50,male,Sialkot,peri_urban,5,2,rent,Daily wage laborer,0.5,0,272964,education,19026,19.3,0.07,6,very_low,88,1231.0,5,7,3,0,None,0,1,4,0,Y,2,1,0,synthetic_PK_calibrated
28,male,Sialkot,peri_urban,4,2,rent,Rickshaw/bike driver,6.7,0,358920,medical_emergency,133068,27.4,0.371,12,low,160,4315.0,2,10,2,1,EasyPaisa,21,1,2,0,Y,3,1,1,synthetic_PK_calibrated
24,male,Peshawar,peri_urban,4,2,family_home,Home-based worker,5.8,0,288900,home_repair,121566,24.9,0.421,3,very_low,116,1623.0,5,7,7,0,None,0,0,4,1,N,2,0,1,synthetic_PK_calibrated
38,male,Multan,peri_urban,5,3,rent,Small shopkeeper,9.3,0,589716,inventory_purchase,52632,26.3,0.089,3,lower_middle,241,9512.0,10,2,7,1,EasyPaisa,5,0,3,0,N,2,0,0,synthetic_PK_calibrated
26,male,Sialkot,peri_urban,4,0,own,Small farmer,7.1,1,533904,medical_emergency,124640,36.0,0.233,3,lower_middle,260,10262.0,5,7,4,1,JazzCash,30,1,5,0,Y,2,0,0,synthetic_PK_calibrated
20,male,Peshawar,peri_urban,8,1,own,Informal factory worker,2.0,0,521064,livestock,25044,21.1,0.048,9,lower_middle,277,10933.0,8,4,4,0,None,0,1,1,1,N,3,0,0,synthetic_PK_calibrated
25,female,Gujranwala,urban,2,0,rent,Small shopkeeper,5.0,0,748632,inventory_purchase,75825,33.3,0.101,18,lower_middle,281,11091.0,9,3,8,0,None,0,1,1,0,Y,3,1,0,synthetic_PK_calibrated
23,female,Lahore,urban,4,1,rent,Small shopkeeper,5.9,0,689832,home_repair,92493,20.3,0.134,12,lower_middle,187,7381.0,8,4,6,1,JazzCash,21,1,2,1,Y,1,1,0,synthetic_PK_calibrated
51,female,Sialkot,peri_urban,5,3,family_home,Daily wage laborer,0.9,0,286044,inventory_purchase,131599,23.6,0.46,3,very_low,111,1553.0,6,6,1,1,EasyPaisa,34,1,3,1,Y,1,0,1,synthetic_PK_calibrated
43,female,Rawalpindi,urban,6,0,own,Informal factory worker,5.4,0,472404,medical_emergency,122035,23.1,0.258,12,lower_middle,193,7618.0,3,9,7,1,NayaPay,17,0,1,0,Y,2,0,0,synthetic_PK_calibrated
32,male,Peshawar,peri_urban,6,2,family_home,Daily wage laborer,10.8,0,216276,working_capital,83497,35.9,0.386,18,very_low,85,1189.0,6,6,2,1,JazzCash,28,1,5,0,N,1,0,0,synthetic_PK_calibrated
48,male,Peshawar,peri_urban,6,0,rent,Informal factory worker,9.9,0,356292,medical_emergency,139670,33.2,0.392,9,lower_middle,318,12551.0,6,6,6,1,SadaPay,22,0,3,1,N,2,0,0,synthetic_PK_calibrated
50,male,Multan,peri_urban,6,2,own,Home-based worker,9.6,0,304032,education,15315,29.9,0.05,12,very_low,90,1259.0,5,7,2,1,EasyPaisa,5,0,5,0,Y,2,0,0,synthetic_PK_calibrated
40,male,Lahore,urban,8,1,own,Small shopkeeper,4.6,0,462444,livestock,133259,34.2,0.288,9,lower_middle,206,8131.0,10,2,7,1,JazzCash,8,1,1,0,N,0,1,0,synthetic_PK_calibrated
37,male,Peshawar,peri_urban,3,1,family_home,Fruit/veg cart,0.5,0,221568,medical_emergency,76694,30.1,0.346,9,very_low,98,1371.0,7,5,2,0,None,0,0,5,0,Y,3,0,1,synthetic_PK_calibrated
20,male,Peshawar,peri_urban,8,5,rent,Street food vendor,5.0,1,432624,inventory_purchase,93662,34.4,0.216,3,low,207,5583.0,5,7,4,1,SadaPay,11,0,5,0,Y,0,0,1,synthetic_PK_calibrated
47,male,Lahore,urban,6,0,family_home,Informal factory worker,7.2,0,319332,home_repair,41845,32.6,0.131,9,lower_middle,198,7815.0,7,5,5,0,None,0,1,3,0,N,1,0,0,synthetic_PK_calibrated
53,male,Bahawalpur,rural_adjacent,3,1,family_home,Rickshaw/bike driver,3.6,0,481416,inventory_purchase,123915,27.7,0.257,6,low,143,3857.0,5,7,3,0,None,0,1,2,0,N,0,0,1,synthetic_PK_calibrated
42,male,Gujranwala,urban,3,0,own,Rickshaw/bike driver,11.8,0,404760,home_repair,113563,36.0,0.281,9,low,165,4450.0,10,2,4,1,NayaPay,29,1,1,0,Y,1,1,1,synthetic_PK_calibrated
52,male,Karachi,urban,3,0,rent,Rickshaw/bike driver,6.3,0,488724,equipment_purchase,104280,34.7,0.213,6,low,185,4989.0,6,6,8,0,None,0,1,3,1,N,3,0,0,synthetic_PK_calibrated
56,female,Sialkot,peri_urban,6,2,family_home,Informal factory worker,5.1,0,313284,working_capital,22300,30.6,0.071,12,lower_middle,212,8368.0,10,2,4,0,None,0,0,1,0,Y,1,1,1,synthetic_PK_calibrated
29,male,Sialkot,peri_urban,2,0,family_home,Rickshaw/bike driver,15.2,0,515124,home_repair,90757,22.2,0.176,18,low,127,3425.0,6,6,3,1,NayaPay,29,1,5,0,Y,0,1,1,synthetic_PK_calibrated
36,male,Multan,peri_urban,4,1,rent,Domestic worker,1.8,0,321144,education,123643,21.0,0.385,24,very_low,74,1035.0,4,8,4,1,EasyPaisa,29,1,3,1,N,1,0,0,synthetic_PK_calibrated
31,male,Peshawar,peri_urban,3,0,rent,Home-based worker,0.5,0,328380,inventory_purchase,22198,26.5,0.068,18,very_low,63,881.0,4,8,2,0,None,0,1,3,1,Y,0,0,0,synthetic_PK_calibrated
39,male,Faisalabad,urban,3,0,rent,Informal factory worker,2.8,0,480780,education,105264,18.7,0.219,12,lower_middle,185,7302.0,7,5,10,0,None,0,0,2,1,N,3,0,0,synthetic_PK_calibrated
26,male,Faisalabad,urban,7,5,rent,Domestic worker,1.1,0,339288,equipment_purchase,118535,19.1,0.349,9,very_low,103,1441.0,3,9,3,1,JazzCash,7,0,3,0,N,1,0,0,synthetic_PK_calibrated
32,female,Faisalabad,urban,5,1,rent,Daily wage laborer,8.4,0,217488,equipment_purchase,16920,30.4,0.078,12,very_low,91,1273.0,6,6,4,1,JazzCash,23,1,5,0,N,2,1,0,synthetic_PK_calibrated
30,female,Rahim Yar Khan,rural_adjacent,6,4,rent,Rickshaw/bike driver,3.3,0,274068,livestock,79442,19.7,0.29,6,low,134,3614.0,7,5,3,1,NayaPay,12,1,3,1,Y,3,0,0,synthetic_PK_calibrated
25,female,Rahim Yar Khan,rural_adjacent,5,1,family_home,Domestic worker,2.0,0,307944,working_capital,92638,27.5,0.301,12,very_low,105,1469.0,4,8,0,1,JazzCash,9,1,5,0,N,3,0,0,synthetic_PK_calibrated
45,male,Bahawalpur,rural_adjacent,3,1,rent,Informal factory worker,8.2,0,416148,education,47923,27.5,0.115,9,lower_middle,274,10815.0,8,4,9,0,None,0,0,2,0,Y,1,0,0,synthetic_PK_calibrated
53,male,Faisalabad,urban,7,3,rent,Street food vendor,3.8,1,317244,livestock,8093,32.6,0.026,18,low,160,4315.0,6,6,4,0,None,0,0,4,0,Y,1,1,1,synthetic_PK_calibrated
26,female,Karachi,urban,3,1,family_home,Rickshaw/bike driver,3.3,0,327468,home_repair,60030,21.4,0.183,24,low,114,3075.0,6,6,5,1,JazzCash,26,1,3,0,Y,2,1,1,synthetic_PK_calibrated
32,male,Peshawar,peri_urban,2,0,own,Informal factory worker,1.2,0,354372,home_repair,8679,32.7,0.024,3,lower_middle,253,9986.0,7,5,2,0,None,0,1,3,1,N,1,0,1,synthetic_PK_calibrated
32,male,Lahore,urban,8,3,family_home,Self-employed electrician,9.8,0,722100,equipment_purchase,34764,28.4,0.048,24,middle,400,18232.0,7,5,7,1,JazzCash,21,1,2,0,Y,3,1,1,synthetic_PK_calibrated
42,female,Rawalpindi,urban,5,2,own,Small farmer,2.7,1,394596,working_capital,25505,22.4,0.065,9,lower_middle,236,9315.0,6,6,7,1,SadaPay,8,1,5,0,N,1,0,0,synthetic_PK_calibrated
40,female,Sialkot,peri_urban,2,0,rent,Fruit/veg cart,2.2,0,348204,equipment_purchase,41534,20.0,0.119,24,very_low,75,1049.0,5,7,4,0,None,0,0,0,0,N,2,1,1,synthetic_PK_calibrated
34,female,Gujranwala,urban,8,5,rent,Rickshaw/bike driver,5.4,0,469044,home_repair,7460,25.6,0.016,24,low,112,3021.0,4,8,4,0,None,0,1,3,0,Y,1,1,0,synthetic_PK_calibrated
51,female,Peshawar,peri_urban,3,0,rent,Informal factory worker,5.6,0,376728,working_capital,108700,26.8,0.289,18,lower_middle,297,11723.0,3,9,4,0,None,0,1,3,0,Y,1,1,0,synthetic_PK_calibrated
42,male,Rawalpindi,urban,6,0,rent,Construction worker,10.7,1,418188,medical_emergency,58871,23.9,0.141,24,low,208,5610.0,4,8,5,0,None,0,1,1,0,Y,0,1,1,synthetic_PK_calibrated
32,female,Lahore,urban,8,3,rent,Motorcycle mechanic,3.7,0,365844,home_repair,108577,26.6,0.297,18,lower_middle,247,9749.0,7,5,6,1,EasyPaisa,29,1,3,0,N,0,1,1,synthetic_PK_calibrated
50,male,Sialkot,peri_urban,8,0,rent,Informal factory worker,7.2,0,375504,equipment_purchase,83971,25.2,0.224,3,lower_middle,221,8723.0,5,7,6,1,JazzCash,6,1,2,0,N,2,0,0,synthetic_PK_calibrated
55,male,Lahore,urban,7,2,own,Rickshaw/bike driver,0.5,0,287088,livestock,148279,18.9,0.516,3,low,119,3209.0,8,4,4,0,None,0,1,4,1,Y,0,0,0,synthetic_PK_calibrated
44,female,Lahore,urban,5,1,family_home,Daily wage laborer,0.5,0,225252,equipment_purchase,25448,25.4,0.113,12,very_low,55,769.0,3,9,5,0,None,0,1,2,0,N,3,0,0,synthetic_PK_calibrated
24,male,Peshawar,peri_urban,4,2,rent,Construction worker,0.5,1,509184,home_repair,91839,32.8,0.18,9,low,211,5691.0,4,8,3,1,EasyPaisa,5,1,4,0,Y,2,0,1,synthetic_PK_calibrated
22,female,Gujranwala,urban,5,2,rent,Daily wage laborer,0.7,0,297144,inventory_purchase,79965,20.5,0.269,24,very_low,76,1063.0,6,6,3,0,None,0,1,4,1,N,1,1,1,synthetic_PK_calibrated
45,male,Rawalpindi,urban,7,3,rent,Informal factory worker,6.0,0,429624,inventory_purchase,94407,23.7,0.22,6,lower_middle,194,7657.0,7,5,5,1,JazzCash,20,1,2,0,N,1,0,0,synthetic_PK_calibrated
36,male,Sialkot,peri_urban,5,1,family_home,Street food vendor,8.9,1,286908,inventory_purchase,52671,25.3,0.184,12,low,161,4342.0,3,9,5,0,None,0,1,3,0,Y,1,0,0,synthetic_PK_calibrated
22,female,Peshawar,peri_urban,8,4,family_home,Informal factory worker,1.2,0,348288,education,5528,25.2,0.016,12,lower_middle,251,9907.0,9,3,4,0,None,0,1,3,0,N,1,1,0,synthetic_PK_calibrated
37,male,Faisalabad,urban,3,0,rent,Small shopkeeper,3.8,0,437556,working_capital,88360,25.9,0.202,18,lower_middle,260,10262.0,5,7,6,1,EasyPaisa,16,1,1,0,N,0,1,0,synthetic_PK_calibrated
28,female,Bahawalpur,rural_adjacent,4,0,rent,Informal factory worker,1.2,0,339756,medical_emergency,146753,27.2,0.432,9,lower_middle,230,9078.0,9,3,5,0,None,0,1,4,0,N,3,0,0,synthetic_PK_calibrated
21,female,Rawalpindi,urban,5,3,own,Rickshaw/bike driver,3.8,0,336564,medical_emergency,108533,34.6,0.322,18,low,141,3803.0,9,3,7,1,EasyPaisa,13,1,5,1,Y,3,1,0,synthetic_PK_calibrated
35,male,Sialkot,peri_urban,6,4,own,Motorcycle mechanic,1.7,0,565836,inventory_purchase,41355,26.8,0.073,9,lower_middle,274,10815.0,9,3,5,1,JazzCash,28,1,1,0,N,2,1,0,synthetic_PK_calibrated
55,male,Multan,peri_urban,7,0,rent,Rickshaw/bike driver,0.5,0,573948,livestock,86541,27.3,0.151,18,low,148,3992.0,4,8,4,1,NayaPay,3,1,3,0,Y,2,0,1,synthetic_PK_calibrated
39,female,Rahim Yar Khan,rural_adjacent,2,0,rent,Small farmer,1.4,1,262080,medical_emergency,126677,19.3,0.483,24,lower_middle,265,10460.0,7,5,3,1,SadaPay,7,1,5,0,Y,1,1,1,synthetic_PK_calibrated
35,male,Peshawar,peri_urban,6,2,family_home,Informal factory worker,1.9,0,377196,education,68472,35.2,0.182,9,lower_middle,210,8289.0,9,3,6,1,SadaPay,5,1,1,0,N,1,0,1,synthetic_PK_calibrated
35,male,Peshawar,peri_urban,2,0,rent,Rickshaw/bike driver,8.5,0,340872,medical_emergency,72309,21.4,0.212,18,low,146,3938.0,7,5,3,1,SadaPay,24,1,3,1,N,0,0,0,synthetic_PK_calibrated
21,male,Peshawar,peri_urban,6,2,family_home,Domestic worker,1.0,0,329148,education,136940,19.1,0.416,9,very_low,61,853.0,5,7,6,1,EasyPaisa,2,1,5,0,Y,0,1,0,synthetic_PK_calibrated
32,male,Peshawar,peri_urban,6,1,rent,Street food vendor,4.5,1,276084,home_repair,108068,33.2,0.391,3,low,175,4720.0,8,4,2,1,EasyPaisa,24,0,3,0,Y,3,0,1,synthetic_PK_calibrated
47,male,Gujranwala,urban,8,6,rent,Street food vendor,0.5,1,340548,inventory_purchase,65481,22.5,0.192,3,low,205,5529.0,7,5,2,0,None,0,1,4,0,Y,1,0,0,synthetic_PK_calibrated
52,male,Rahim Yar Khan,rural_adjacent,4,2,rent,Rickshaw/bike driver,2.7,0,280548,equipment_purchase,22769,30.9,0.081,3,low,110,2967.0,4,8,3,0,None,0,1,5,1,N,0,1,1,synthetic_PK_calibrated
43,male,Rahim Yar Khan,rural_adjacent,6,1,rent,Daily wage laborer,1.8,0,327396,working_capital,105727,21.4,0.323,12,very_low,55,769.0,6,6,3,1,EasyPaisa,31,1,4,0,N,3,0,0,synthetic_PK_calibrated
27,female,Rawalpindi,urban,8,2,family_home,Small farmer,2.1,1,651060,home_repair,43575,34.5,0.067,18,lower_middle,260,10262.0,5,7,4,1,SadaPay,22,1,3,0,N,1,1,0,synthetic_PK_calibrated
21,male,Multan,peri_urban,3,0,family_home,Daily wage laborer,9.8,0,287544,inventory_purchase,35921,19.7,0.125,24,very_low,87,1217.0,1,11,3,1,SadaPay,25,1,3,0,Y,0,1,1,synthetic_PK_calibrated
34,male,Rahim Yar Khan,rural_adjacent,6,3,family_home,Home-based worker,1.9,0,238764,education,109405,20.1,0.458,6,very_low,116,1623.0,6,6,4,1,NayaPay,4,1,4,0,N,1,0,0,synthetic_PK_calibrated
41,male,Rahim Yar Khan,rural_adjacent,7,2,own,Small shopkeeper,11.8,0,374412,equipment_purchase,42890,26.1,0.115,6,lower_middle,229,9039.0,9,3,6,1,EasyPaisa,21,1,1,1,N,2,0,0,synthetic_PK_calibrated
45,male,Multan,peri_urban,4,0,family_home,Small farmer,5.4,1,271428,working_capital,12253,35.4,0.045,12,lower_middle,314,12394.0,4,8,5,0,None,0,1,2,0,N,1,0,1,synthetic_PK_calibrated
56,male,Karachi,urban,5,0,family_home,Rickshaw/bike driver,1.3,0,316824,inventory_purchase,64076,35.4,0.202,3,low,113,3048.0,8,4,5,0,None,0,1,4,1,N,0,0,0,synthetic_PK_calibrated
37,female,Rawalpindi,urban,8,2,own,Small farmer,0.5,1,421656,working_capital,140501,23.5,0.333,18,lower_middle,251,9907.0,7,5,5,1,JazzCash,17,1,1,0,N,2,0,0,synthetic_PK_calibrated
29,male,Rawalpindi,urban,6,0,rent,Fruit/veg cart,4.1,0,220116,medical_emergency,98878,18.8,0.449,18,very_low,58,811.0,9,3,7,0,None,0,1,4,0,Y,2,1,1,synthetic_PK_calibrated
33,female,Karachi,urban,5,0,family_home,Construction worker,2.1,1,261360,medical_emergency,146056,18.4,0.559,3,low,108,2913.0,6,6,6,1,SadaPay,28,1,3,1,N,2,0,0,synthetic_PK_calibrated
54,female,Multan,peri_urban,5,1,family_home,Self-employed electrician,6.0,0,431580,inventory_purchase,92594,22.7,0.215,24,middle,304,13856.0,6,6,6,0,None,0,0,1,0,Y,1,0,1,synthetic_PK_calibrated
55,male,Rahim Yar Khan,rural_adjacent,7,5,rent,Home-based worker,5.6,0,148176,working_capital,32584,29.9,0.22,12,very_low,68,951.0,8,4,6,0,None,0,1,3,0,N,1,0,1,synthetic_PK_calibrated
34,female,Rawalpindi,urban,8,3,family_home,Construction worker,6.9,1,386532,education,75726,34.3,0.196,6,low,216,5826.0,7,5,3,0,None,0,1,3,0,Y,1,1,1,synthetic_PK_calibrated
56,female,Peshawar,peri_urban,7,3,family_home,Street food vendor,3.3,1,275712,equipment_purchase,51009,27.3,0.185,9,low,202,5448.0,1,11,3,1,JazzCash,14,1,4,0,N,2,0,0,synthetic_PK_calibrated
53,male,Lahore,urban,4,0,family_home,Construction worker,11.0,1,408444,working_capital,97943,35.4,0.24,18,low,215,5799.0,3,9,4,1,SadaPay,15,0,4,0,Y,0,1,1,synthetic_PK_calibrated
51,male,Bahawalpur,rural_adjacent,5,3,own,Domestic worker,9.6,0,300012,home_repair,97693,35.1,0.326,12,very_low,105,1469.0,2,10,2,0,None,0,1,2,0,Y,3,0,0,synthetic_PK_calibrated
20,female,Karachi,urban,2,0,rent,Rickshaw/bike driver,1.5,0,447144,medical_emergency,29815,31.5,0.067,3,low,181,4882.0,11,1,4,1,EasyPaisa,26,1,5,1,Y,1,1,1,synthetic_PK_calibrated
21,male,Karachi,urban,8,1,rent,Rickshaw/bike driver,4.5,0,547740,inventory_purchase,130224,22.2,0.238,18,low,191,5151.0,6,6,4,0,None,0,0,3,0,N,3,1,0,synthetic_PK_calibrated
24,male,Karachi,urban,3,0,rent,Domestic worker,14.9,0,311724,livestock,134554,24.4,0.432,12,very_low,86,1203.0,7,5,4,1,EasyPaisa,32,1,4,0,Y,3,1,1,synthetic_PK_calibrated
54,male,Gujranwala,urban,7,3,family_home,Informal factory worker,2.7,0,435948,home_repair,32684,34.5,0.075,9,lower_middle,193,7618.0,5,7,9,1,SadaPay,33,1,1,0,Y,1,0,0,synthetic_PK_calibrated
36,female,Faisalabad,urban,7,5,rent,Motorcycle mechanic,3.9,0,561240,home_repair,34583,34.4,0.062,12,lower_middle,289,11407.0,9,3,8,1,SadaPay,9,1,1,1,N,2,0,0,synthetic_PK_calibrated
24,male,Rawalpindi,urban,6,0,rent,Informal factory worker,0.5,0,481296,education,45667,29.6,0.095,3,lower_middle,246,9710.0,8,4,6,1,EasyPaisa,9,1,3,0,N,1,1,0,synthetic_PK_calibrated
53,female,Peshawar,peri_urban,5,2,own,Rickshaw/bike driver,1.2,0,502128,education,73578,34.1,0.147,9,low,171,4612.0,5,7,5,1,SadaPay,14,0,2,0,N,1,1,0,synthetic_PK_calibrated
22,male,Gujranwala,urban,2,0,rent,Informal factory worker,3.6,0,438540,working_capital,9369,19.1,0.021,24,lower_middle,203,8012.0,7,5,3,0,None,0,1,2,0,N,3,0,0,synthetic_PK_calibrated
36,male,Rahim Yar Khan,rural_adjacent,8,1,own,Small shopkeeper,3.0,0,567360,equipment_purchase,120245,22.7,0.212,9,lower_middle,236,9315.0,10,2,7,1,NayaPay,4,1,3,0,N,3,0,0,synthetic_PK_calibrated
47,male,Multan,peri_urban,7,2,rent,Self-employed electrician,4.6,0,431808,livestock,99929,22.2,0.231,3,middle,292,13309.0,10,2,5,1,JazzCash,29,1,2,1,N,2,0,0,synthetic_PK_calibrated
45,male,Gujranwala,urban,5,0,own,Daily wage laborer,10.3,0,266772,equipment_purchase,96665,21.2,0.362,18,very_low,81,1133.0,7,5,4,0,None,0,1,3,0,Y,1,1,1,synthetic_PK_calibrated
54,male,Bahawalpur,rural_adjacent,4,1,family_home,Motorcycle mechanic,7.0,0,643752,education,61063,20.5,0.095,3,lower_middle,306,12078.0,6,6,6,1,SadaPay,23,1,2,1,N,0,0,0,synthetic_PK_calibrated
29,male,Rawalpindi,urban,5,2,family_home,Construction worker,4.1,1,391932,home_repair,141711,19.5,0.362,18,low,135,3641.0,1,11,3,1,JazzCash,2,1,3,0,Y,1,1,1,synthetic_PK_calibrated
24,female,Faisalabad,urban,8,6,rent,Rickshaw/bike driver,6.2,0,295572,equipment_purchase,85093,34.3,0.288,18,low,184,4962.0,6,6,7,0,None,0,0,3,1,Y,1,0,0,synthetic_PK_calibrated
41,male,Sialkot,peri_urban,4,1,rent,Fruit/veg cart,4.9,0,401196,home_repair,82701,35.4,0.206,12,very_low,69,965.0,5,7,3,0,None,0,1,4,0,N,0,0,1,synthetic_PK_calibrated
38,male,Faisalabad,urban,3,0,rent,Home-based worker,0.6,0,207336,medical_emergency,142930,21.8,0.689,3,very_low,90,1259.0,2,10,5,1,JazzCash,10,1,4,0,Y,0,0,1,synthetic_PK_calibrated
45,male,Bahawalpur,rural_adjacent,3,0,family_home,Small shopkeeper,1.9,0,466140,inventory_purchase,125212,24.5,0.269,12,lower_middle,312,12315.0,8,4,10,0,None,0,1,5,0,Y,2,1,1,synthetic_PK_calibrated
49,male,Gujranwala,urban,4,0,own,Small shopkeeper,4.3,0,535800,equipment_purchase,46751,23.0,0.087,24,lower_middle,232,9157.0,6,6,6,1,EasyPaisa,8,0,0,0,N,3,1,0,synthetic_PK_calibrated
28,female,Karachi,urban,4,1,own,Small shopkeeper,0.5,0,748212,inventory_purchase,96257,35.5,0.129,6,lower_middle,212,8368.0,10,2,8,1,EasyPaisa,17,1,3,1,N,1,0,0,synthetic_PK_calibrated
38,male,Karachi,urban,7,5,family_home,Daily wage laborer,10.0,0,312552,inventory_purchase,143736,25.8,0.46,24,very_low,79,1105.0,5,7,5,0,None,0,1,5,0,Y,0,0,1,synthetic_PK_calibrated
22,male,Bahawalpur,rural_adjacent,7,5,own,Small farmer,1.9,1,387228,education,128491,28.8,0.332,12,lower_middle,299,11802.0,3,9,6,1,EasyPaisa,11,0,3,0,N,1,1,0,synthetic_PK_calibrated
48,male,Karachi,urban,3,1,rent,Informal factory worker,6.2,0,444684,education,44142,27.8,0.099,6,lower_middle,200,7894.0,10,2,7,1,JazzCash,33,1,2,1,Y,3,1,0,synthetic_PK_calibrated
52,female,Sialkot,peri_urban,4,0,family_home,Informal factory worker,0.7,0,468384,medical_emergency,138363,23.3,0.295,12,lower_middle,274,10815.0,5,7,6,1,SadaPay,21,0,3,0,N,2,0,1,synthetic_PK_calibrated
29,male,Faisalabad,urban,4,2,family_home,Small shopkeeper,1.7,0,889404,livestock,133909,31.2,0.151,9,lower_middle,183,7223.0,7,5,9,1,JazzCash,15,1,2,1,Y,3,0,0,synthetic_PK_calibrated
46,male,Gujranwala,urban,7,1,own,Daily wage laborer,0.5,0,362400,working_capital,84180,20.6,0.232,24,very_low,100,1399.0,7,5,6,0,None,0,1,4,0,N,3,0,0,synthetic_PK_calibrated
52,male,Gujranwala,urban,3,1,family_home,Daily wage laborer,3.0,0,320664,working_capital,56986,26.8,0.178,12,very_low,105,1469.0,6,6,3,1,EasyPaisa,18,1,4,0,Y,3,1,0,synthetic_PK_calibrated
31,male,Sialkot,peri_urban,4,0,rent,Daily wage laborer,0.6,0,248556,home_repair,137154,32.2,0.552,12,very_low,52,727.0,5,7,2,1,JazzCash,23,1,5,0,N,0,0,0,synthetic_PK_calibrated
44,male,Sialkot,peri_urban,8,6,rent,Home-based worker,4.8,0,187752,equipment_purchase,48815,28.8,0.26,9,very_low,118,1651.0,5,7,4,0,None,0,1,5,1,Y,2,0,1,synthetic_PK_calibrated
40,male,Multan,peri_urban,5,0,own,Motorcycle mechanic,12.2,0,464052,working_capital,10285,32.9,0.022,12,lower_middle,200,7894.0,8,4,9,0,None,0,1,3,0,N,1,0,0,synthetic_PK_calibrated
38,male,Faisalabad,urban,5,3,rent,Daily wage laborer,4.2,0,255480,equipment_purchase,67814,19.6,0.265,24,very_low,95,1329.0,7,5,3,0,None,0,1,5,0,Y,1,1,1,synthetic_PK_calibrated
33,male,Rahim Yar Khan,rural_adjacent,6,2,family_home,Rickshaw/bike driver,1.7,0,566220,inventory_purchase,18200,30.2,0.032,18,low,145,3911.0,8,4,4,1,SadaPay,8,0,4,0,N,3,1,0,synthetic_PK_calibrated
28,female,Rawalpindi,urban,7,3,family_home,Informal factory worker,1.6,0,317880,education,43862,34.6,0.138,9,lower_middle,237,9354.0,7,5,4,1,EasyPaisa,2,0,1,1,N,2,0,0,synthetic_PK_calibrated
47,male,Multan,peri_urban,3,0,own,Self-employed electrician,8.3,0,716676,equipment_purchase,113304,33.1,0.158,24,middle,357,16272.0,9,3,6,0,None,0,0,1,0,N,1,1,0,synthetic_PK_calibrated
46,female,Bahawalpur,rural_adjacent,2,0,rent,Small shopkeeper,1.2,0,377892,education,112154,26.3,0.297,9,lower_middle,180,7105.0,8,4,4,1,EasyPaisa,23,0,2,0,N,0,0,0,synthetic_PK_calibrated
43,male,Rahim Yar Khan,rural_adjacent,3,0,family_home,Rickshaw/bike driver,2.5,0,325212,home_repair,95709,19.8,0.294,3,low,101,2724.0,7,5,4,0,None,0,1,2,1,N,3,0,0,synthetic_PK_calibrated
26,male,Gujranwala,urban,8,5,family_home,Domestic worker,12.3,0,327456,education,98709,32.6,0.301,18,very_low,111,1553.0,4,8,5,1,SadaPay,3,0,5,1,Y,3,1,1,synthetic_PK_calibrated
36,female,Lahore,urban,4,2,rent,Small shopkeeper,1.8,0,815796,working_capital,74407,35.1,0.091,6,lower_middle,270,10657.0,8,4,9,0,None,0,1,1,0,N,1,1,0,synthetic_PK_calibrated
23,male,Lahore,urban,5,2,own,Small shopkeeper,7.7,0,644916,home_repair,59800,21.5,0.093,24,lower_middle,268,10578.0,7,5,8,0,None,0,1,3,1,N,2,0,1,synthetic_PK_calibrated
